20	1	0.9	1	1	100	0.05
20	2	0.9	1	1	100	0.096
20	3	0.9	1	1	100	0.131
20	4	0.9	1	1	100	0.153
20	5	0.9	1	1	100	0.176
20	6	0.9	1	1	100	0.158
20	7	0.9	1	1	100	0.155
20	8	0.9	1	1	100	0.151
20	9	0.9	1	1	100	0.114
20	10	0.9	1	1	100	0.104
20	11	0.9	1	1	100	0.083
20	12	0.9	1	1	100	0.064
20	13	0.9	1	1	100	0.065
20	14	0.9	1	1	100	0.052
20	15	0.9	1	1	100	0.061
20	16	0.9	1	1	100	0.044
20	17	0.9	1	1	100	0.045
20	18	0.9	1	1	100	0.049
20	19	0.9	1	1	100	0.045
20	20	0.9	1	1	100	0.039
20	21	0.9	1	1	100	0.037
20	22	0.9	1	1	100	0.034
20	23	0.9	1	1	100	0.029
20	24	0.9	1	1	100	0.029
20	25	0.9	1	1	100	0.029
20	26	0.9	1	1	100	0.022
20	27	0.9	1	1	100	0.024
20	28	0.9	1	1	100	0.021
20	29	0.9	1	1	100	0.017
20	30	0.9	1	1	100	0.019
