10	1	0.1	1	1	100	0.065
10	2	0.1	1	1	100	0.099
10	3	0.1	1	1	100	0.116
10	4	0.1	1	1	100	0.128
10	5	0.1	1	1	100	0.149
10	6	0.1	1	1	100	0.157
10	7	0.1	1	1	100	0.178
10	8	0.1	1	1	100	0.183
10	9	0.1	1	1	100	0.196
10	10	0.1	1	1	100	0.203
10	11	0.1	1	1	100	0.211
10	12	0.1	1	1	100	0.221
10	13	0.1	1	1	100	0.234
10	14	0.1	1	1	100	0.223
10	15	0.1	1	1	100	0.24
10	16	0.1	1	1	100	0.236
10	17	0.1	1	1	100	0.237
10	18	0.1	1	1	100	0.243
10	19	0.1	1	1	100	0.246
10	20	0.1	1	1	100	0.252
10	21	0.1	1	1	100	0.231
10	22	0.1	1	1	100	0.262
10	23	0.1	1	1	100	0.242
10	24	0.1	1	1	100	0.247
10	25	0.1	1	1	100	0.26
10	26	0.1	1	1	100	0.242
10	27	0.1	1	1	100	0.257
10	28	0.1	1	1	100	0.237
10	29	0.1	1	1	100	0.231
10	30	0.1	1	1	100	0.231
