1	1	0.9	1	1	100	0.957
1	2	0.9	1	1	100	0.282
1	3	0.9	1	1	100	0.071
1	4	0.9	1	1	100	0.027
1	5	0.9	1	1	100	0.004
1	6	0.9	1	1	100	0
1	7	0.9	1	1	100	0
1	8	0.9	1	1	100	0
1	9	0.9	1	1	100	0
1	10	0.9	1	1	100	0
1	11	0.9	1	1	100	0
1	12	0.9	1	1	100	0
1	13	0.9	1	1	100	0
1	14	0.9	1	1	100	0
1	15	0.9	1	1	100	0
1	16	0.9	1	1	100	0
1	17	0.9	1	1	100	0
1	18	0.9	1	1	100	0
1	19	0.9	1	1	100	0
1	20	0.9	1	1	100	0
1	21	0.9	1	1	100	0
1	22	0.9	1	1	100	0
1	23	0.9	1	1	100	0
1	24	0.9	1	1	100	0
1	25	0.9	1	1	100	0
1	26	0.9	1	1	100	0
1	27	0.9	1	1	100	0
1	28	0.9	1	1	100	0
1	29	0.9	1	1	100	0
1	30	0.9	1	1	100	0
