15	1	0.5	1	1	100	0.063
15	2	0.5	1	1	100	0.114
15	3	0.5	1	1	100	0.157
15	4	0.5	1	1	100	0.184
15	5	0.5	1	1	100	0.203
15	6	0.5	1	1	100	0.201
15	7	0.5	1	1	100	0.229
15	8	0.5	1	1	100	0.201
15	9	0.5	1	1	100	0.214
15	10	0.5	1	1	100	0.211
15	11	0.5	1	1	100	0.196
15	12	0.5	1	1	100	0.188
15	13	0.5	1	1	100	0.196
15	14	0.5	1	1	100	0.184
15	15	0.5	1	1	100	0.174
15	16	0.5	1	1	100	0.187
15	17	0.5	1	1	100	0.163
15	18	0.5	1	1	100	0.181
15	19	0.5	1	1	100	0.163
15	20	0.5	1	1	100	0.153
15	21	0.5	1	1	100	0.134
15	22	0.5	1	1	100	0.152
15	23	0.5	1	1	100	0.142
15	24	0.5	1	1	100	0.136
15	25	0.5	1	1	100	0.126
15	26	0.5	1	1	100	0.127
15	27	0.5	1	1	100	0.116
15	28	0.5	1	1	100	0.118
15	29	0.5	1	1	100	0.114
15	30	0.5	1	1	100	0.099
