5	1	0.1	1	1	100	0.093
5	2	0.1	1	1	100	0.134
5	3	0.1	1	1	100	0.157
5	4	0.1	1	1	100	0.161
5	5	0.1	1	1	100	0.169
5	6	0.1	1	1	100	0.19
5	7	0.1	1	1	100	0.195
5	8	0.1	1	1	100	0.206
5	9	0.1	1	1	100	0.207
5	10	0.1	1	1	100	0.226
5	11	0.1	1	1	100	0.217
5	12	0.1	1	1	100	0.224
5	13	0.1	1	1	100	0.234
5	14	0.1	1	1	100	0.221
5	15	0.1	1	1	100	0.229
5	16	0.1	1	1	100	0.224
5	17	0.1	1	1	100	0.239
5	18	0.1	1	1	100	0.23
5	19	0.1	1	1	100	0.223
5	20	0.1	1	1	100	0.231
5	21	0.1	1	1	100	0.212
5	22	0.1	1	1	100	0.205
5	23	0.1	1	1	100	0.203
5	24	0.1	1	1	100	0.204
5	25	0.1	1	1	100	0.218
5	26	0.1	1	1	100	0.194
5	27	0.1	1	1	100	0.203
5	28	0.1	1	1	100	0.19
5	29	0.1	1	1	100	0.183
5	30	0.1	1	1	100	0.183
