15	1	0.1	1	1	100	0.046
15	2	0.1	1	1	100	0.072
15	3	0.1	1	1	100	0.096
15	4	0.1	1	1	100	0.118
15	5	0.1	1	1	100	0.129
15	6	0.1	1	1	100	0.151
15	7	0.1	1	1	100	0.156
15	8	0.1	1	1	100	0.17
15	9	0.1	1	1	100	0.171
15	10	0.1	1	1	100	0.172
15	11	0.1	1	1	100	0.192
15	12	0.1	1	1	100	0.206
15	13	0.1	1	1	100	0.196
15	14	0.1	1	1	100	0.202
15	15	0.1	1	1	100	0.22
15	16	0.1	1	1	100	0.202
15	17	0.1	1	1	100	0.22
15	18	0.1	1	1	100	0.228
15	19	0.1	1	1	100	0.236
15	20	0.1	1	1	100	0.237
15	21	0.1	1	1	100	0.223
15	22	0.1	1	1	100	0.238
15	23	0.1	1	1	100	0.232
15	24	0.1	1	1	100	0.243
15	25	0.1	1	1	100	0.242
15	26	0.1	1	1	100	0.239
15	27	0.1	1	1	100	0.239
15	28	0.1	1	1	100	0.24
15	29	0.1	1	1	100	0.231
15	30	0.1	1	1	100	0.246
