10	1	0.5	1	1	100	0.091
10	2	0.5	1	1	100	0.165
10	3	0.5	1	1	100	0.226
10	4	0.5	1	1	100	0.259
10	5	0.5	1	1	100	0.256
10	6	0.5	1	1	100	0.251
10	7	0.5	1	1	100	0.244
10	8	0.5	1	1	100	0.224
10	9	0.5	1	1	100	0.233
10	10	0.5	1	1	100	0.225
10	11	0.5	1	1	100	0.201
10	12	0.5	1	1	100	0.187
10	13	0.5	1	1	100	0.191
10	14	0.5	1	1	100	0.194
10	15	0.5	1	1	100	0.174
10	16	0.5	1	1	100	0.18
10	17	0.5	1	1	100	0.173
10	18	0.5	1	1	100	0.152
10	19	0.5	1	1	100	0.138
10	20	0.5	1	1	100	0.129
10	21	0.5	1	1	100	0.123
10	22	0.5	1	1	100	0.119
10	23	0.5	1	1	100	0.105
10	24	0.5	1	1	100	0.106
10	25	0.5	1	1	100	0.102
10	26	0.5	1	1	100	0.085
10	27	0.5	1	1	100	0.088
10	28	0.5	1	1	100	0.077
10	29	0.5	1	1	100	0.067
10	30	0.5	1	1	100	0.068
